sp2021,CSE40175-01,Ethical & Professional Issues,3,98,21432,T R - 3:55P - 5:10P,ONLINE COURSE
sp2021,CSE21221-01,Logic Design Laboratory,0,39,20633,T - 2:15P - 3:30P,Fitzpatrick Hall of Eng. B19
sp2021,CSE21221-02,Logic Design Laboratory,0,38,32226,T - 3:40P - 4:55P,Fitzpatrick Hall of Eng. B19
sp2021,CSE21221-03,Logic Design Laboratory,0,38,32227,T - 5:05P - 6:20P,Fitzpatrick Hall of Eng. B19
sp2021,CSE21221-04,Logic Design Laboratory,0,38,20242,W - 3:40P - 4:55P,Fitzpatrick Hall of Eng. B19
sp2021,CSE21221-05,Logic Design Laboratory,0,38,20050,W - 5:05P - 6:20P,Fitzpatrick Hall of Eng. B19
sp2021,CSE20221-01,Logic Design,4,188,20972,T R - 9:35A - 10:50A,DeBartolo Performing Arts Ctr. 121
sp2021,CSE21311-01,Fundamentals of Computing Lab,0,45,29079,M - 3:30P - 4:20P,Fitzpatrick Hall of Eng. B19
sp2021,CSE21311-02,Fundamentals of Computing Lab,0,44,29080,M - 4:30P - 5:20P,Fitzpatrick Hall of Eng. B19
sp2021,CSE40746-01,Advanced Database Projects,3,19,22372,T R - 12:45P - 2:00P,DeBartolo Hall 207
sp2021,CSE60746-01,Advanced Database Projects,3,0,23356,T R - 12:45P - 2:00P,DeBartolo Hall 207
sp2021,CSE20311-01,Fundamentals of Computing,4,89,27846,M W F - 10:25A - 11:15A,Jordan Hall of Science 105
sp2021,CSE20289-01,Systems Programming,3,166,25092,M W F - 1:00P - 1:50P,Washington Hall 200
sp2021,CSE40842-01,Hackers in the Bazaar,3,19,31245,T R - 9:35A - 10:50A,DeBartolo Hall 119
sp2021,CSE60111-01,Complexity and Algorithms,3,25,20954,T R - 12:45P - 2:00P,Cushing Hall of Engineering 303
sp2021,CSE40657-01,Natural Language Processing,3,19,31247,M W F - 1:00P - 1:50P,Fitzpatrick Hall of Eng. 356
sp2021,CSE60657-01,Natural Language Processing,3,4,32907,M W F - 1:00P - 1:50P,Fitzpatrick Hall of Eng. 356
sp2021,CSE40536-01,Computer Vision II,3,10,29068,M W - 2:20P - 3:35P,DeBartolo Hall 213
sp2021,CSE60536-01,Computer Vision II,3,8,29469,M W - 2:20P - 3:35P,DeBartolo Hall 213
sp2021,CSE31321-01,Computer Architecture Lab,0,50,25050,TBA,TBA
sp2021,CSE30321-01,Computer Architecture,4,50,25049,T R - 11:10A - 12:25P,ONLINE COURSE
sp2021,CSE63802-01,Research Seminar II,1,55,20154,R - 3:55P - 5:10P,ONLINE COURSE
sp2021,CSE60326-01,Computational Behavior Model'g,3,15,29071,M W - 3:55P - 5:10P,O'Shaughnessy Hall 115
sp2021,CSE40445-01,Hardware for Learning,3,12,32506,M W - 2:20P - 3:35P,Fitzpatrick Hall of Eng. 356A
sp2021,CSE60445-01,Hardware for Learning,3,8,32507,M W - 2:20P - 3:35P,Fitzpatrick Hall of Eng. 356A
sp2021,CSE40601-02,Computing Service Projects,1,24,32855,M W F - 2:00P - 4:00P,ONLINE COURSE
sp2021,CSE30332-01,Programming Paradigms,3,41,22193,M W F - 5:40P - 6:30P,Jordan Hall of Science 101
sp2021,CSE40567-01,Computer Security,3,33,24528,T R - 12:45P - 2:00P,ONLINE COURSE
sp2021,CSE60567-01,Computer Security,3,2,24529,T R - 12:45P - 2:00P,ONLINE COURSE
sp2021,CSE24111-02,Intro to Arduino Programming,1,18,32858,T R - 3:00P - 4:30P,ONLINE COURSE
sp2021,CSE40883-01,Introduction to Droid Building,3,24,26068,M - 3:55P - 6:40P,Stinson Remick Hall 212
sp2021,CSE40982-01,Interactive Dialogue Systems,3,30,31244,T R - 2:20P - 3:35P,DeBartolo Hall 131
sp2021,CSE40113-01,Design/Analysis of Algorithms,3,54,24527,T R - 2:20P - 3:35P,ONLINE COURSE
sp2021,CSE21312-01,Data Structures Lab,0,30,25095,M - 3:30P - 4:20P,Cushing Hall of Engineering 303
sp2021,CSE21312-02,Data Structures Lab,0,30,25096,M - 4:30P - 5:20P,Cushing Hall of Engineering 303
sp2021,CSE21312-03,Data Structures Lab,0,22,25097,T - 2:30P - 3:20P,DeBartolo Hall 228
sp2021,CSE21312-04,Data Structures Lab,0,22,25094,T - 3:30P - 4:20P,DeBartolo Hall 228
sp2021,CSE21312-05,Data Structures Lab,0,22,32228,T - 4:30P - 5:20P,DeBartolo Hall 228
sp2021,CSE21312-06,Data Structures Lab,0,25,33555,M - 2:30P - 3:20P,Cushing Hall of Engineering 303
sp2021,CSE40457-01,High-Level Synthesis,3,0,29069,T R - 11:10A - 12:25P,DeBartolo Hall 213
sp2021,CSE20312-01,Data Structures,4,136,26067,T R - 12:45P - 2:00P,Stepan Center 101
sp2021,CSE60321-01,Advanced Computer Architecture,3,35,21085,T R - 11:10A - 12:25P,Bond Hall 104
sp2021,CSE30151-01,Theory of Computing,3,70,20173,T R - 2:20P - 3:35P,ONLINE COURSE
sp2021,CSE40814-01,Mobile Computing,3,27,32502,M W F - 9:10A - 10:00A,Galvin Life Science Center 283
sp2021,CSE40625-01,Machine Learning,3,36,25190,M W - 12:45P - 2:00P,Corbett Family Hall E720
sp2021,CSE60625-01*,Adv Topics in Machine Learning,3,24,25192,M W - 12:45P - 2:00P,Corbett Family Hall E720
sp2021,CSE60685-01,Machine Learn'g - Embedded Sys,3,0,29070,T R - 9:35A - 10:50A,Bond Hall 104
sp2021,CSE20110-01,Discrete Mathematics,3,52,31252,M W F - 9:10A - 10:00A,Eck ND Visitors Center 125
sp2021,CSE40655-01,Tech Concepts of Visual FX,3,46,22134,M W F - 2:30P - 3:20P,Fitzpatrick Hall of Eng. B19
sp2021,CSE60655-01,Tech Concepts of Visual FX,3,0,23065,M W F - 2:30P - 3:20P,Fitzpatrick Hall of Eng. B19
sp2021,CSE30341-01,Operating System Principles,3,84,20169,T R - 9:35A - 10:50A,DeBartolo Hall 155
sp2021,CSE40333-01*,Mobile Application Design,3,31,31248,M W - 12:45P - 2:00P,South Dining Hall 203
sp2021,CSE40822-01,Cloud Computing,3,31,31246,M W F - 11:40A - 12:30P,DeBartolo Hall 129
sp2021,CSE60822-01,Cloud Computing,3,4,33233,M W F - 11:40A - 12:30P,DeBartolo Hall 129
sp2021,CSE10102-01,Elements of Computing II,3,20,24558,T R - 5:30P - 6:45P,DeBartolo Hall 102
sp2021,CSE40166-01,Computer Graphics,3,36,31249,T R - 11:10A - 12:25P,DeBartolo Hall 138
sp2021,CSE98995-32,Non-resident Thesis,9,10,24426,TBA,TBA
sp2021,CSE30264-01,Computer Networks,3,40,33282,M W - 12:45P - 2:00P,ONLINE COURSE
sp2021,CSE30246-01,Database Concepts,3,85,31250,M W F - 9:10A - 10:00A,Hesburgh Library 107
sp2021,CSE60130-01,Finite Elements in Engineering,3,5,23331,T R - 5:30P - 6:45P,DeBartolo Hall 141
sp2021,CSE40693-01*,Modern Web Development,3,24,27114,T R - 3:55P - 5:10P,Bond Hall 308
sp2021,CSE10101-01,Elements of Computing I,3,29,28947,M W - 3:55P - 5:10P,McCourtney Hall B01
fa2021,CSE40923-01,Case Stud. - Comp-Based Entrep,3,79,13653,W F - 3:30P - 4:45P,DeBartolo Hall 155
fa2021,CSE60923-01,Case Stud. - Comp-Based Entrep,3,3,13654,W F - 3:30P - 4:45P,DeBartolo Hall 155
fa2021,CSE21311-01,Fundamentals of Computing Lab,0,31,14466,M - 3:00P - 3:50P,Fitzpatrick Hall of Eng. B19
fa2021,CSE21311-02,Fundamentals of Computing Lab,0,40,14467,M - 4:00P - 4:50P,Fitzpatrick Hall of Eng. B19
fa2021,CSE21311-03,Fundamentals of Computing Lab,0,31,14468,M - 5:00P - 5:50P,Fitzpatrick Hall of Eng. B19
fa2021,CSE20311-01,Fundamentals of Computing,4,85,14465,M W F - 9:25A - 10:15A,DeBartolo Hall 126
fa2021,CSE30341-01,Operating System Principles,3,70,14753,T R - 9:30A - 10:45A,Bond Hall 104
fa2021,CSE30341-02,Operating System Principles,3,10,15448,T R - 9:30A - 10:45A,Bond Hall 104
fa2021,CSE30872-01,Programming Challenges,3,15,14928,M W F - 11:30A - 12:20P,DeBartolo Hall 125
fa2021,CSE40171-01,AI and Social Good,3,16,15339,M W - 3:30P - 4:45P,DeBartolo Hall 203
fa2021,CSE60171-01,AI and Social Good,3,10,18352,M W - 3:30P - 4:45P,DeBartolo Hall 203
fa2021,CSE40113-01,Design/Analysis of Algorithms,3,85,10873,T R - 12:30P - 1:45P,DeBartolo Hall 101
fa2021,CSE40113-02,Design/Analysis of Algorithms,3,3,15056,T R - 12:30P - 1:45P,DeBartolo Hall 101
fa2021,CSE40657-01,Natural Language Processing,3,19,21096,M W F - 11:30A - 12:20P,DeBartolo Hall 224
fa2021,CSE40535-01,Computer Vision,3,40,14754,M W F - 12:50P - 1:40P,DeBartolo Hall 320
fa2021,CSE60535-01*,Computer Vision,3,10,14845,M W F - 12:50P - 1:40P,DeBartolo Hall 320
fa2021,CSE40937-01,In-Memory Computing,3,5,21219,M W - 2:00P - 3:15P,DeBartolo Hall 209
fa2021,CSE60937-01,In-Memory Computing,3,25,21098,M W - 2:00P - 3:15P,DeBartolo Hall 209
fa2021,CSE60947-01,Cross-Layer Design Methods,3,20,18467,M W - 2:00P - 3:15P,DeBartolo Hall 203
fa2021,CSE63801-01,Research Seminar I,1,75,10052,R - 3:30P - 4:45P,DeBartolo Hall 102
fa2021,CSE40773-01,S/W Dev for UAV/UGV,3,30,17915,W - 3:30P - 6:15P,DEPARTMENTAL SPACE
fa2021,CSE60773-01,Software Development for UAS,3,5,17984,W - 3:30P - 6:15P,DEPARTMENTAL SPACE
fa2021,CSE40647-01,Data Science,3,38,13652,T R - 2:00P - 3:15P,DeBartolo Hall 141
fa2021,CSE60647-01*,Data Science,3,10,13713,T R - 2:00P - 3:15P,DeBartolo Hall 141
fa2021,CSE21221-01,Logic Design Laboratory,0,30,14844,W - 2:00P - 3:15P,Fitzpatrick Hall of Eng. B19
fa2021,CSE21221-02,Logic Design Laboratory,0,30,14843,W - 3:30P - 4:45P,Fitzpatrick Hall of Eng. B19
fa2021,CSE20221-01,Logic Design,4,80,14751,T R - 12:30P - 1:45P,DeBartolo Hall 140
fa2021,CSE40622-01,Cryptography,3,43,16920,M W - 12:30P - 1:45P,DeBartolo Hall 317
fa2021,CSE40462-01,VLSI Circuit Design,3,30,20816,T R - 2:00P - 3:15P,DeBartolo Hall 120
fa2021,CSE46101-02,Directed Readings,3,1,18681,TBA,TBA
fa2021,CSE60462-01,VLSI Circuit Design,3,10,20819,T R - 2:00P - 3:15P,DeBartolo Hall 120
fa2021,CSE30332-01,Programming Paradigms,3,80,14752,M W F - 2:00P - 2:50P,DeBartolo Hall 136
fa2021,CSE40883-01,Introduction to Droid Building,3,24,16332,M - 3:30P - 6:15P,DEPARTMENTAL SPACE
fa2021,CSE20289-01,Systems Programming,3,40,18025,M W F - 11:30A - 12:20P,Geddes Hall B036
fa2021,CSE40424-01,Human Computer Interaction,3,30,16346,M W F - 3:30P - 4:20P,Geddes Hall B036
fa2021,CSE60424-01,Human Computer Interaction,3,4,16449,M W F - 3:30P - 4:20P,Geddes Hall B036
fa2021,CSE20110-01,Discrete Mathematics,3,90,10164,T R - 9:30A - 10:45A,DeBartolo Hall 126
fa2021,CSE21312-01,Data Structures Lab,0,30,17739,T - 2:00P - 2:50P,Fitzpatrick Hall of Eng. B19
fa2021,CSE21312-02,Data Structures Lab,0,30,17740,T - 3:30P - 4:20P,Fitzpatrick Hall of Eng. B19
fa2021,CSE20133-01,Intro to Computing EE Majors,3,79,14104,M W F - 9:25A - 10:15A,DeBartolo Hall 129
fa2021,CSE20232-01,C/C++ Programming,3,20,13210,M W F - 9:25A - 10:15A,DeBartolo Hall 129
fa2021,CSE20312-01,Data Structures,4,75,16919,M W F - 10:30A - 11:20A,DeBartolo Hall 129
fa2021,CSE31321-01,Computer Architecture Lab,0,115,10677,TBA,TBA
fa2021,CSE30321-01,Computer Architecture,4,100,10676,T R - 11:00A - 12:15P,DeBartolo Hall 141
fa2021,CSE30321-02,Computer Architecture,4,3,15447,T R - 11:00A - 12:15P,DeBartolo Hall 141
fa2021,CSE30125-01,Computational Methods,3,4,12947,T R - 2:00P - 3:15P,DeBartolo Hall 102
fa2021,CSE40175-01,Ethical & Professional Issues,3,75,14338,T R - 11:00A - 12:15P,DeBartolo Hall 136
fa2021,CSE40522-01,CPEG Capstone Design,4,25,14921,M W F - 8:20A - 9:10A,DeBartolo Hall 204
fa2021,CSE30151-01,Theory of Computing,3,80,14337,T R - 12:30P - 1:45P,DeBartolo Hall 131
fa2021,CSE30264-01,Computer Networks,3,50,13303,M W - 12:30P - 1:45P,Pasquerilla Center 107
fa2021,CSE60641-01,Graduate Operating Systems,3,40,11324,T R - 9:30A - 10:45A,Hayes Healy Center 129
fa2021,CSE40625-01,Machine Learning,3,40,20817,M W F - 11:30A - 12:20P,DeBartolo Hall 120
fa2021,CSE40771-01,Distributed Systems,3,40,21215,M W F - 9:25A - 10:15A,DeBartolo Hall 210
fa2021,CSE60771-01,Distributed Systems,3,5,21308,M W F - 9:25A - 10:15A,DeBartolo Hall 210
fa2021,CSE10101-01,Elements of Computing I,3,32,13839,T R - 2:00P - 3:15P,DeBartolo Hall 136
fa2021,CSE40838-01,Data Visualization,3,30,20818,T R - 2:00P - 3:15P,Geddes Hall B036
fa2021,CSE60838-01,Data Visualization,3,5,20820,T R - 2:00P - 3:15P,Geddes Hall B036
fa2021,CSE30246-01,Database Concepts,3,60,21216,M W F - 9:25A - 10:15A,DeBartolo Hall 101
fa2021,CSE60876-01,Research Methods,3,24,18054,T R - 11:00A - 12:15P,DeBartolo Hall 201
fa2021,CSE40693-01,Modern Web Development,3,24,18117,T R - 3:30P - 4:45P,Crowley Hall 108
